timestamp_deteccion,cliente_id,cluster_id,Fecha,Presion,Temperatura,Volumen,cantidad_gas_calculada,modelo_deteccion,score_anomalia_final,criticidad_predicha
2025-05-25 02:50:35,CLIENTE1,3,2021-07-14 19:00:00,17.78243589847527,23.66380667513082,14.7288234991392,106.13660476030695,LSTM_AE_Cluster,0.1968267560005188,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 13:00:00,17.727389392232,26.03942760240617,24.62032883388899,175.46171520224692,LSTM_AE_Cluster,0.20257309079170227,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 14:00:00,17.68807676433405,26.69440685318667,30.30699869620047,215.03916863500444,LSTM_AE_Cluster,0.22688478231430054,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 15:00:00,17.69799129502476,26.67379326334313,30.33088037198879,215.34405104907734,LSTM_AE_Cluster,0.23981371521949768,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 16:00:00,17.70286536650447,27.45963072825764,27.50994436999771,194.85895464703972,LSTM_AE_Cluster,0.2515465021133423,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 17:00:00,17.69286395492063,26.85601321562306,24.87069843593801,176.41931842098083,LSTM_AE_Cluster,0.2615218460559845,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 18:00:00,17.69037938322662,26.69554341186289,27.70984276041418,196.6362528799603,LSTM_AE_Cluster,0.26460614800453186,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 19:00:00,17.7217504168164,26.37824138089292,27.94666845472208,198.8789698750286,LSTM_AE_Cluster,0.2611859440803528,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 20:00:00,17.67539507576616,26.56152967993228,31.903806352894,226.30708987299724,LSTM_AE_Cluster,0.2568371593952179,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 21:00:00,17.72820955201371,26.70126680467805,29.63077277205492,210.7132989209364,LSTM_AE_Cluster,0.2504776120185852,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 22:00:00,17.7086089776389,27.24702374559912,30.56039532785674,216.6894517326885,LSTM_AE_Cluster,0.24318376183509827,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-27 23:00:00,17.70811273006782,26.90899101137195,30.44601876893417,216.1156035482857,LSTM_AE_Cluster,0.23318977653980255,Alta
2025-05-25 02:50:35,CLIENTE1,3,2021-12-28 00:00:00,17.69691380473403,26.78798815593965,29.91916659162932,212.32715140798695,LSTM_AE_Cluster,0.22749130427837372,Alta
